,Composition_Formula,GBTPredict
945,MgVNbPd,2.0
946,MgVNbHf,1.0
947,MgVNbTa,1.0
948,MgVMoPd,1.0
949,MgVMoHf,1.0
950,MgVMoTa,1.0
951,MgVPdHf,1.0
952,MgVPdTa,1.0
953,MgVHfTa,1.0
954,MgCrMnFe,2.0
955,MgCrMnCo,2.0
956,MgCrMnNi,2.0
957,MgCrMnCu,2.0
958,MgCrMnZn,2.0
959,MgCrMnZr,2.0
960,MgCrMnNb,2.0
961,MgCrMnMo,2.0
962,MgCrMnPd,2.0
963,MgCrMnHf,1.0
964,MgCrMnTa,1.0
965,MgCrFeCo,2.0
966,MgCrFeNi,2.0
967,MgCrFeCu,2.0
968,MgCrFeZn,2.0
969,MgCrFeZr,2.0
970,MgCrFeNb,2.0
971,MgCrFeMo,2.0
972,MgCrFePd,2.0
973,MgCrFeHf,1.0
974,MgCrFeTa,1.0
975,MgCrCoNi,2.0
976,MgCrCoCu,2.0
977,MgCrCoZn,2.0
978,MgCrCoZr,2.0
979,MgCrCoNb,2.0
980,MgCrCoMo,2.0
981,MgCrCoPd,2.0
982,MgCrCoHf,1.0
983,MgCrCoTa,1.0
984,MgCrNiCu,2.0
985,MgCrNiZn,2.0
986,MgCrNiZr,2.0
987,MgCrNiNb,2.0
988,MgCrNiMo,2.0
989,MgCrNiPd,2.0
990,MgCrNiHf,1.0
991,MgCrNiTa,1.0
992,MgCrCuZn,2.0
993,MgCrCuZr,2.0
994,MgCrCuNb,2.0
995,MgCrCuMo,2.0
996,MgCrCuPd,2.0
997,MgCrCuHf,2.0
998,MgCrCuTa,2.0
999,MgCrZnZr,1.0
1000,MgCrZnNb,2.0
1001,MgCrZnMo,2.0
1002,MgCrZnPd,2.0
1003,MgCrZnHf,1.0
1004,MgCrZnTa,1.0
1005,MgCrZrNb,2.0
1006,MgCrZrMo,2.0
1007,MgCrZrPd,2.0
1008,MgCrZrHf,1.0
1009,MgCrZrTa,1.0
1010,MgCrNbMo,2.0
1011,MgCrNbPd,2.0
1012,MgCrNbHf,2.0
1013,MgCrNbTa,1.0
1014,MgCrMoPd,2.0
1015,MgCrMoHf,1.0
1016,MgCrMoTa,1.0
1017,MgCrPdHf,1.0
1018,MgCrPdTa,1.0
1019,MgCrHfTa,1.0
1020,MgMnFeCo,1.0
1021,MgMnFeNi,2.0
1022,MgMnFeCu,2.0
1023,MgMnFeZn,2.0
1024,MgMnFeZr,1.0
1025,MgMnFeNb,2.0
1026,MgMnFeMo,2.0
1027,MgMnFePd,2.0
1028,MgMnFeHf,1.0
1029,MgMnFeTa,1.0
1030,MgMnCoNi,2.0
1031,MgMnCoCu,2.0
1032,MgMnCoZn,2.0
1033,MgMnCoZr,1.0
1034,MgMnCoNb,2.0
1035,MgMnCoMo,2.0
1036,MgMnCoPd,2.0
1037,MgMnCoHf,1.0
1038,MgMnCoTa,1.0
1039,MgMnNiCu,2.0
1040,MgMnNiZn,2.0
1041,MgMnNiZr,2.0
1042,MgMnNiNb,2.0
1043,MgMnNiMo,2.0
1044,MgMnNiPd,2.0
1045,MgMnNiHf,1.0
1046,MgMnNiTa,1.0
1047,MgMnCuZn,2.0
1048,MgMnCuZr,2.0
1049,MgMnCuNb,2.0
1050,MgMnCuMo,2.0
1051,MgMnCuPd,2.0
1052,MgMnCuHf,1.0
1053,MgMnCuTa,1.0
1054,MgMnZnZr,2.0
1055,MgMnZnNb,2.0
1056,MgMnZnMo,2.0
1057,MgMnZnPd,2.0
1058,MgMnZnHf,1.0
1059,MgMnZnTa,1.0
1060,MgMnZrNb,1.0
1061,MgMnZrMo,2.0
1062,MgMnZrPd,2.0
1063,MgMnZrHf,1.0
1064,MgMnZrTa,1.0
1065,MgMnNbMo,2.0
1066,MgMnNbPd,2.0
1067,MgMnNbHf,1.0
1068,MgMnNbTa,1.0
1069,MgMnMoPd,2.0
1070,MgMnMoHf,1.0
1071,MgMnMoTa,1.0
1072,MgMnPdHf,1.0
1073,MgMnPdTa,1.0
1074,MgMnHfTa,1.0
1075,MgFeCoNi,2.0
1076,MgFeCoCu,2.0
1077,MgFeCoZn,2.0
1078,MgFeCoZr,1.0
1079,MgFeCoNb,2.0
1080,MgFeCoMo,2.0
1081,MgFeCoPd,2.0
1082,MgFeCoHf,1.0
1083,MgFeCoTa,1.0
1084,MgFeNiCu,2.0
1085,MgFeNiZn,2.0
1086,MgFeNiZr,2.0
1087,MgFeNiNb,2.0
1088,MgFeNiMo,2.0
1089,MgFeNiPd,2.0
1090,MgFeNiHf,1.0
1091,MgFeNiTa,1.0
1092,MgFeCuZn,2.0
1093,MgFeCuZr,2.0
1094,MgFeCuNb,2.0
1095,MgFeCuMo,2.0
1096,MgFeCuPd,2.0
1097,MgFeCuHf,1.0
1098,MgFeCuTa,1.0
1099,MgFeZnZr,2.0
1100,MgFeZnNb,2.0
1101,MgFeZnMo,2.0
1102,MgFeZnPd,2.0
1103,MgFeZnHf,1.0
1104,MgFeZnTa,1.0
1105,MgFeZrNb,2.0
1106,MgFeZrMo,2.0
1107,MgFeZrPd,2.0
1108,MgFeZrHf,1.0
1109,MgFeZrTa,1.0
1110,MgFeNbMo,2.0
1111,MgFeNbPd,2.0
1112,MgFeNbHf,1.0
1113,MgFeNbTa,1.0
1114,MgFeMoPd,2.0
1115,MgFeMoHf,1.0
1116,MgFeMoTa,1.0
1117,MgFePdHf,1.0
1118,MgFePdTa,1.0
1119,MgFeHfTa,1.0
1120,MgCoNiCu,1.0
1121,MgCoNiZn,1.0
1122,MgCoNiZr,2.0
1123,MgCoNiNb,2.0
1124,MgCoNiMo,2.0
1125,MgCoNiPd,2.0
1126,MgCoNiHf,1.0
1127,MgCoNiTa,1.0
1128,MgCoCuZn,1.0
1129,MgCoCuZr,2.0
1130,MgCoCuNb,2.0
1131,MgCoCuMo,2.0
1132,MgCoCuPd,2.0
1133,MgCoCuHf,1.0
1134,MgCoCuTa,1.0
1135,MgCoZnZr,2.0
1136,MgCoZnNb,2.0
1137,MgCoZnMo,2.0
1138,MgCoZnPd,2.0
1139,MgCoZnHf,1.0
1140,MgCoZnTa,1.0
1141,MgCoZrNb,1.0
1142,MgCoZrMo,2.0
1143,MgCoZrPd,2.0
1144,MgCoZrHf,1.0
1145,MgCoZrTa,1.0
1146,MgCoNbMo,2.0
1147,MgCoNbPd,2.0
1148,MgCoNbHf,1.0
1149,MgCoNbTa,1.0
1150,MgCoMoPd,2.0
1151,MgCoMoHf,1.0
1152,MgCoMoTa,1.0
1153,MgCoPdHf,1.0
1154,MgCoPdTa,1.0
1155,MgCoHfTa,1.0
1156,MgNiCuZn,1.0
1157,MgNiCuZr,2.0
1158,MgNiCuNb,2.0
1159,MgNiCuMo,2.0
1160,MgNiCuPd,2.0
1161,MgNiCuHf,1.0
1162,MgNiCuTa,1.0
1163,MgNiZnZr,2.0
1164,MgNiZnNb,2.0
1165,MgNiZnMo,2.0
1166,MgNiZnPd,2.0
1167,MgNiZnHf,1.0
1168,MgNiZnTa,1.0
1169,MgNiZrNb,1.0
1170,MgNiZrMo,2.0
1171,MgNiZrPd,2.0
1172,MgNiZrHf,1.0
1173,MgNiZrTa,1.0
1174,MgNiNbMo,2.0
1175,MgNiNbPd,2.0
1176,MgNiNbHf,1.0
1177,MgNiNbTa,1.0
1178,MgNiMoPd,2.0
1179,MgNiMoHf,1.0
1180,MgNiMoTa,1.0
1181,MgNiPdHf,1.0
1182,MgNiPdTa,1.0
1183,MgNiHfTa,1.0
1184,MgCuZnZr,2.0
1185,MgCuZnNb,2.0
1186,MgCuZnMo,2.0
1187,MgCuZnPd,2.0
1188,MgCuZnHf,1.0
1189,MgCuZnTa,1.0
1190,MgCuZrNb,2.0
1191,MgCuZrMo,2.0
1192,MgCuZrPd,2.0
1193,MgCuZrHf,1.0
1194,MgCuZrTa,1.0
1195,MgCuNbMo,2.0
1196,MgCuNbPd,2.0
1197,MgCuNbHf,1.0
1198,MgCuNbTa,1.0
1199,MgCuMoPd,2.0
1200,MgCuMoHf,1.0
1201,MgCuMoTa,1.0
1202,MgCuPdHf,1.0
1203,MgCuPdTa,1.0
1204,MgCuHfTa,1.0
1205,MgZnZrNb,1.0
1206,MgZnZrMo,1.0
1207,MgZnZrPd,2.0
1208,MgZnZrHf,1.0
1209,MgZnZrTa,1.0
1210,MgZnNbMo,2.0
1211,MgZnNbPd,2.0
1212,MgZnNbHf,1.0
1213,MgZnNbTa,1.0
1214,MgZnMoPd,2.0
1215,MgZnMoHf,1.0
1216,MgZnMoTa,1.0
1217,MgZnPdHf,1.0
1218,MgZnPdTa,1.0
1219,MgZnHfTa,1.0
1220,MgZrNbMo,2.0
1221,MgZrNbPd,1.0
1222,MgZrNbHf,1.0
1223,MgZrNbTa,1.0
1224,MgZrMoPd,1.0
1225,MgZrMoHf,1.0
1226,MgZrMoTa,1.0
1227,MgZrPdHf,1.0
1228,MgZrPdTa,1.0
1229,MgZrHfTa,1.0
1230,MgNbMoPd,2.0
1231,MgNbMoHf,2.0
1232,MgNbMoTa,1.0
1233,MgNbPdHf,1.0
1234,MgNbPdTa,1.0
1235,MgNbHfTa,1.0
1236,MgMoPdHf,1.0
1237,MgMoPdTa,1.0
1238,MgMoHfTa,1.0
1239,MgPdHfTa,1.0
1240,AlTiVCr,0.0
1241,AlTiVMn,1.0
1242,AlTiVFe,1.0
1243,AlTiVCo,1.0
1244,AlTiVNi,2.0
1245,AlTiVCu,2.0
1246,AlTiVZn,1.0
1247,AlTiVZr,0.0
1248,AlTiVNb,1.0
1249,AlTiVMo,1.0
1250,AlTiVPd,1.0
1251,AlTiVHf,1.0
1252,AlTiVTa,1.0
1253,AlTiCrMn,2.0
1254,AlTiCrFe,2.0
1255,AlTiCrCo,2.0
1256,AlTiCrNi,2.0
1257,AlTiCrCu,2.0
1258,AlTiCrZn,2.0
1259,AlTiCrZr,0.0
1260,AlTiCrNb,2.0
1261,AlTiCrMo,2.0
1262,AlTiCrPd,2.0
1263,AlTiCrHf,1.0
1264,AlTiCrTa,1.0
1265,AlTiMnFe,2.0
1266,AlTiMnCo,2.0
1267,AlTiMnNi,2.0
1268,AlTiMnCu,2.0
1269,AlTiMnZn,2.0
1270,AlTiMnZr,0.0
1271,AlTiMnNb,1.0
1272,AlTiMnMo,0.0
1273,AlTiMnPd,2.0
1274,AlTiMnHf,1.0
1275,AlTiMnTa,1.0
1276,AlTiFeCo,1.0
1277,AlTiFeNi,2.0
1278,AlTiFeCu,2.0
1279,AlTiFeZn,2.0
1280,AlTiFeZr,0.0
1281,AlTiFeNb,1.0
1282,AlTiFeMo,2.0
1283,AlTiFePd,2.0
1284,AlTiFeHf,1.0
1285,AlTiFeTa,1.0
1286,AlTiCoNi,2.0
1287,AlTiCoCu,2.0
1288,AlTiCoZn,1.0
1289,AlTiCoZr,2.0
1290,AlTiCoNb,2.0
1291,AlTiCoMo,2.0
1292,AlTiCoPd,2.0
1293,AlTiCoHf,1.0
1294,AlTiCoTa,1.0
1295,AlTiNiCu,2.0
1296,AlTiNiZn,2.0
1297,AlTiNiZr,2.0
1298,AlTiNiNb,2.0
1299,AlTiNiMo,2.0
1300,AlTiNiPd,2.0
1301,AlTiNiHf,1.0
1302,AlTiNiTa,1.0
1303,AlTiCuZn,2.0
1304,AlTiCuZr,2.0
1305,AlTiCuNb,2.0
1306,AlTiCuMo,2.0
1307,AlTiCuPd,2.0
1308,AlTiCuHf,1.0
1309,AlTiCuTa,1.0
1310,AlTiZnZr,2.0
1311,AlTiZnNb,1.0
1312,AlTiZnMo,1.0
1313,AlTiZnPd,1.0
1314,AlTiZnHf,1.0
1315,AlTiZnTa,1.0
1316,AlTiZrNb,1.0
1317,AlTiZrMo,1.0
1318,AlTiZrPd,2.0
1319,AlTiZrHf,1.0
1320,AlTiZrTa,1.0
1321,AlTiNbMo,1.0
1322,AlTiNbPd,1.0
1323,AlTiNbHf,1.0
1324,AlTiNbTa,1.0
1325,AlTiMoPd,1.0
1326,AlTiMoHf,1.0
1327,AlTiMoTa,1.0
1328,AlTiPdHf,1.0
1329,AlTiPdTa,1.0
1330,AlTiHfTa,1.0
1331,AlVCrMn,1.0
1332,AlVCrFe,2.0
1333,AlVCrCo,2.0
1334,AlVCrNi,2.0
1335,AlVCrCu,2.0
1336,AlVCrZn,2.0
1337,AlVCrZr,0.0
1338,AlVCrNb,2.0
1339,AlVCrMo,0.0
1340,AlVCrPd,2.0
1341,AlVCrHf,1.0
1342,AlVCrTa,1.0
1343,AlVMnFe,1.0
1344,AlVMnCo,2.0
1345,AlVMnNi,2.0
1346,AlVMnCu,2.0
1347,AlVMnZn,2.0
1348,AlVMnZr,0.0
1349,AlVMnNb,1.0
1350,AlVMnMo,1.0
1351,AlVMnPd,2.0
1352,AlVMnHf,1.0
1353,AlVMnTa,1.0
1354,AlVFeCo,2.0
1355,AlVFeNi,2.0
1356,AlVFeCu,2.0
1357,AlVFeZn,2.0
1358,AlVFeZr,0.0
1359,AlVFeNb,2.0
1360,AlVFeMo,0.0
1361,AlVFePd,2.0
1362,AlVFeHf,1.0
1363,AlVFeTa,1.0
1364,AlVCoNi,2.0
1365,AlVCoCu,2.0
1366,AlVCoZn,1.0
1367,AlVCoZr,2.0
1368,AlVCoNb,1.0
1369,AlVCoMo,2.0
1370,AlVCoPd,2.0
1371,AlVCoHf,1.0
1372,AlVCoTa,1.0
1373,AlVNiCu,2.0
1374,AlVNiZn,2.0
1375,AlVNiZr,2.0
1376,AlVNiNb,2.0
1377,AlVNiMo,2.0
1378,AlVNiPd,2.0
1379,AlVNiHf,1.0
1380,AlVNiTa,1.0
1381,AlVCuZn,1.0
1382,AlVCuZr,2.0
1383,AlVCuNb,2.0
1384,AlVCuMo,2.0
1385,AlVCuPd,2.0
1386,AlVCuHf,1.0
1387,AlVCuTa,1.0
1388,AlVZnZr,2.0
1389,AlVZnNb,2.0
1390,AlVZnMo,1.0
1391,AlVZnPd,1.0
1392,AlVZnHf,1.0
1393,AlVZnTa,1.0
1394,AlVZrNb,1.0
1395,AlVZrMo,1.0
1396,AlVZrPd,2.0
1397,AlVZrHf,1.0
1398,AlVZrTa,1.0
1399,AlVNbMo,1.0
1400,AlVNbPd,2.0
1401,AlVNbHf,1.0
1402,AlVNbTa,1.0
1403,AlVMoPd,1.0
1404,AlVMoHf,1.0
1405,AlVMoTa,1.0
1406,AlVPdHf,1.0
1407,AlVPdTa,1.0
1408,AlVHfTa,1.0
1409,AlCrMnFe,1.0
1410,AlCrMnCo,1.0
1411,AlCrMnNi,2.0
1412,AlCrMnCu,2.0
1413,AlCrMnZn,2.0
1414,AlCrMnZr,2.0
1415,AlCrMnNb,2.0
1416,AlCrMnMo,2.0
1417,AlCrMnPd,2.0
1418,AlCrMnHf,1.0
1419,AlCrMnTa,1.0
1420,AlCrFeCo,2.0
1421,AlCrFeNi,2.0
1422,AlCrFeCu,2.0
1423,AlCrFeZn,2.0
1424,AlCrFeZr,2.0
1425,AlCrFeNb,2.0
1426,AlCrFeMo,0.0
1427,AlCrFePd,2.0
1428,AlCrFeHf,1.0
1429,AlCrFeTa,1.0
1430,AlCrCoNi,2.0
1431,AlCrCoCu,2.0
1432,AlCrCoZn,1.0
1433,AlCrCoZr,2.0
1434,AlCrCoNb,2.0
1435,AlCrCoMo,2.0
1436,AlCrCoPd,2.0
1437,AlCrCoHf,1.0
1438,AlCrCoTa,1.0
1439,AlCrNiCu,2.0
1440,AlCrNiZn,2.0
1441,AlCrNiZr,2.0
1442,AlCrNiNb,2.0
1443,AlCrNiMo,2.0
1444,AlCrNiPd,2.0
1445,AlCrNiHf,1.0
1446,AlCrNiTa,1.0
1447,AlCrCuZn,2.0
1448,AlCrCuZr,2.0
1449,AlCrCuNb,2.0
1450,AlCrCuMo,2.0
1451,AlCrCuPd,2.0
1452,AlCrCuHf,2.0
1453,AlCrCuTa,1.0
1454,AlCrZnZr,2.0
1455,AlCrZnNb,2.0
1456,AlCrZnMo,2.0
1457,AlCrZnPd,1.0
1458,AlCrZnHf,1.0
1459,AlCrZnTa,1.0
1460,AlCrZrNb,2.0
1461,AlCrZrMo,2.0
1462,AlCrZrPd,2.0
1463,AlCrZrHf,1.0
1464,AlCrZrTa,1.0
1465,AlCrNbMo,1.0
1466,AlCrNbPd,2.0
1467,AlCrNbHf,1.0
1468,AlCrNbTa,1.0
1469,AlCrMoPd,2.0
1470,AlCrMoHf,1.0
1471,AlCrMoTa,1.0
1472,AlCrPdHf,1.0
1473,AlCrPdTa,1.0
1474,AlCrHfTa,1.0
1475,AlMnFeCo,1.0
1476,AlMnFeNi,2.0
1477,AlMnFeCu,2.0
1478,AlMnFeZn,2.0
1479,AlMnFeZr,2.0
1480,AlMnFeNb,1.0
1481,AlMnFeMo,2.0
1482,AlMnFePd,2.0
1483,AlMnFeHf,1.0
1484,AlMnFeTa,1.0
1485,AlMnCoNi,1.0
1486,AlMnCoCu,1.0
1487,AlMnCoZn,1.0
1488,AlMnCoZr,2.0
1489,AlMnCoNb,2.0
1490,AlMnCoMo,2.0
1491,AlMnCoPd,2.0
1492,AlMnCoHf,1.0
1493,AlMnCoTa,1.0
1494,AlMnNiCu,2.0
1495,AlMnNiZn,2.0
1496,AlMnNiZr,2.0
1497,AlMnNiNb,2.0
1498,AlMnNiMo,2.0
1499,AlMnNiPd,2.0
1500,AlMnNiHf,1.0
1501,AlMnNiTa,1.0
1502,AlMnCuZn,1.0
1503,AlMnCuZr,2.0
1504,AlMnCuNb,2.0
1505,AlMnCuMo,2.0
1506,AlMnCuPd,2.0
1507,AlMnCuHf,1.0
1508,AlMnCuTa,1.0
1509,AlMnZnZr,2.0
1510,AlMnZnNb,2.0
1511,AlMnZnMo,2.0
1512,AlMnZnPd,2.0
1513,AlMnZnHf,1.0
1514,AlMnZnTa,2.0
1515,AlMnZrNb,1.0
1516,AlMnZrMo,2.0
1517,AlMnZrPd,2.0
1518,AlMnZrHf,1.0
1519,AlMnZrTa,1.0
1520,AlMnNbMo,2.0
1521,AlMnNbPd,2.0
1522,AlMnNbHf,1.0
1523,AlMnNbTa,1.0
1524,AlMnMoPd,2.0
1525,AlMnMoHf,1.0
1526,AlMnMoTa,1.0
1527,AlMnPdHf,1.0
1528,AlMnPdTa,1.0
1529,AlMnHfTa,1.0
1530,AlFeCoNi,0.0
1531,AlFeCoCu,1.0
1532,AlFeCoZn,1.0
1533,AlFeCoZr,2.0
1534,AlFeCoNb,2.0
1535,AlFeCoMo,0.0
1536,AlFeCoPd,2.0
1537,AlFeCoHf,1.0
1538,AlFeCoTa,1.0
1539,AlFeNiCu,2.0
1540,AlFeNiZn,2.0
1541,AlFeNiZr,2.0
1542,AlFeNiNb,2.0
1543,AlFeNiMo,2.0
1544,AlFeNiPd,2.0
1545,AlFeNiHf,1.0
1546,AlFeNiTa,1.0
1547,AlFeCuZn,2.0
1548,AlFeCuZr,2.0
1549,AlFeCuNb,2.0
1550,AlFeCuMo,2.0
1551,AlFeCuPd,2.0
1552,AlFeCuHf,1.0
1553,AlFeCuTa,1.0
1554,AlFeZnZr,2.0
1555,AlFeZnNb,2.0
1556,AlFeZnMo,2.0
1557,AlFeZnPd,1.0
1558,AlFeZnHf,2.0
1559,AlFeZnTa,2.0
1560,AlFeZrNb,2.0
1561,AlFeZrMo,2.0
1562,AlFeZrPd,2.0
1563,AlFeZrHf,1.0
1564,AlFeZrTa,1.0
1565,AlFeNbMo,2.0
1566,AlFeNbPd,2.0
1567,AlFeNbHf,1.0
1568,AlFeNbTa,1.0
1569,AlFeMoPd,2.0
1570,AlFeMoHf,1.0
1571,AlFeMoTa,1.0
1572,AlFePdHf,1.0
1573,AlFePdTa,1.0
1574,AlFeHfTa,1.0
1575,AlCoNiCu,1.0
1576,AlCoNiZn,1.0
1577,AlCoNiZr,2.0
1578,AlCoNiNb,2.0
1579,AlCoNiMo,2.0
1580,AlCoNiPd,2.0
1581,AlCoNiHf,1.0
1582,AlCoNiTa,1.0
1583,AlCoCuZn,1.0
1584,AlCoCuZr,2.0
1585,AlCoCuNb,2.0
1586,AlCoCuMo,2.0
1587,AlCoCuPd,2.0
1588,AlCoCuHf,2.0
1589,AlCoCuTa,1.0
1590,AlCoZnZr,2.0
1591,AlCoZnNb,2.0
1592,AlCoZnMo,2.0
1593,AlCoZnPd,2.0
1594,AlCoZnHf,1.0
1595,AlCoZnTa,1.0
1596,AlCoZrNb,2.0
1597,AlCoZrMo,2.0
1598,AlCoZrPd,2.0
1599,AlCoZrHf,1.0
1600,AlCoZrTa,1.0
1601,AlCoNbMo,2.0
1602,AlCoNbPd,2.0
1603,AlCoNbHf,1.0
1604,AlCoNbTa,1.0
1605,AlCoMoPd,2.0
1606,AlCoMoHf,1.0
1607,AlCoMoTa,1.0
1608,AlCoPdHf,1.0
1609,AlCoPdTa,1.0
1610,AlCoHfTa,1.0
1611,AlNiCuZn,1.0
1612,AlNiCuZr,2.0
1613,AlNiCuNb,2.0
1614,AlNiCuMo,2.0
1615,AlNiCuPd,2.0
1616,AlNiCuHf,2.0
1617,AlNiCuTa,1.0
1618,AlNiZnZr,2.0
1619,AlNiZnNb,2.0
1620,AlNiZnMo,2.0
1621,AlNiZnPd,2.0
1622,AlNiZnHf,1.0
1623,AlNiZnTa,1.0
1624,AlNiZrNb,2.0
1625,AlNiZrMo,2.0
1626,AlNiZrPd,2.0
1627,AlNiZrHf,1.0
1628,AlNiZrTa,1.0
1629,AlNiNbMo,2.0
1630,AlNiNbPd,2.0
1631,AlNiNbHf,1.0
1632,AlNiNbTa,1.0
1633,AlNiMoPd,2.0
1634,AlNiMoHf,1.0
1635,AlNiMoTa,1.0
1636,AlNiPdHf,1.0
1637,AlNiPdTa,1.0
1638,AlNiHfTa,1.0
1639,AlCuZnZr,2.0
1640,AlCuZnNb,2.0
1641,AlCuZnMo,2.0
1642,AlCuZnPd,1.0
1643,AlCuZnHf,1.0
1644,AlCuZnTa,1.0
1645,AlCuZrNb,2.0
1646,AlCuZrMo,2.0
1647,AlCuZrPd,2.0
1648,AlCuZrHf,1.0
1649,AlCuZrTa,1.0
1650,AlCuNbMo,2.0
1651,AlCuNbPd,2.0
1652,AlCuNbHf,1.0
1653,AlCuNbTa,1.0
1654,AlCuMoPd,2.0
1655,AlCuMoHf,1.0
1656,AlCuMoTa,2.0
1657,AlCuPdHf,1.0
1658,AlCuPdTa,1.0
1659,AlCuHfTa,1.0
1660,AlZnZrNb,2.0
1661,AlZnZrMo,2.0
1662,AlZnZrPd,2.0
1663,AlZnZrHf,1.0
1664,AlZnZrTa,1.0
1665,AlZnNbMo,1.0
1666,AlZnNbPd,1.0
1667,AlZnNbHf,1.0
1668,AlZnNbTa,1.0
1669,AlZnMoPd,1.0
1670,AlZnMoHf,1.0
1671,AlZnMoTa,1.0
1672,AlZnPdHf,1.0
1673,AlZnPdTa,1.0
1674,AlZnHfTa,1.0
1675,AlZrNbMo,2.0
1676,AlZrNbPd,1.0
1677,AlZrNbHf,1.0
1678,AlZrNbTa,1.0
1679,AlZrMoPd,1.0
1680,AlZrMoHf,1.0
1681,AlZrMoTa,1.0
1682,AlZrPdHf,1.0
1683,AlZrPdTa,1.0
1684,AlZrHfTa,1.0
1685,AlNbMoPd,1.0
1686,AlNbMoHf,1.0
1687,AlNbMoTa,1.0
1688,AlNbPdHf,1.0
1689,AlNbPdTa,1.0
1690,AlNbHfTa,1.0
1691,AlMoPdHf,1.0
1692,AlMoPdTa,1.0
1693,AlMoHfTa,1.0
1694,AlPdHfTa,1.0
1695,TiVCrMn,2.0
1696,TiVCrFe,2.0
1697,TiVCrCo,1.0
1698,TiVCrNi,0.0
1699,TiVCrCu,2.0
1700,TiVCrZn,1.0
1701,TiVCrZr,2.0
1702,TiVCrNb,2.0
1703,TiVCrMo,2.0
1704,TiVCrPd,2.0
1705,TiVCrHf,1.0
1706,TiVCrTa,1.0
1707,TiVMnFe,2.0
1708,TiVMnCo,1.0
1709,TiVMnNi,0.0
1710,TiVMnCu,1.0
1711,TiVMnZn,1.0
1712,TiVMnZr,1.0
1713,TiVMnNb,1.0
1714,TiVMnMo,1.0
1715,TiVMnPd,2.0
1716,TiVMnHf,1.0
1717,TiVMnTa,1.0
1718,TiVFeCo,0.0
1719,TiVFeNi,0.0
1720,TiVFeCu,0.0
1721,TiVFeZn,1.0
1722,TiVFeZr,0.0
1723,TiVFeNb,1.0
1724,TiVFeMo,2.0
1725,TiVFePd,2.0
1726,TiVFeHf,1.0
1727,TiVFeTa,1.0
1728,TiVCoNi,0.0
1729,TiVCoCu,0.0
1730,TiVCoZn,1.0
1731,TiVCoZr,0.0
1732,TiVCoNb,0.0
1733,TiVCoMo,2.0
1734,TiVCoPd,2.0
1735,TiVCoHf,1.0
1736,TiVCoTa,1.0
1737,TiVNiCu,2.0
1738,TiVNiZn,1.0
1739,TiVNiZr,0.0
1740,TiVNiNb,1.0
1741,TiVNiMo,2.0
1742,TiVNiPd,2.0
1743,TiVNiHf,1.0
1744,TiVNiTa,1.0
1745,TiVCuZn,1.0
1746,TiVCuZr,0.0
1747,TiVCuNb,2.0
1748,TiVCuMo,2.0
1749,TiVCuPd,2.0
1750,TiVCuHf,1.0
1751,TiVCuTa,1.0
1752,TiVZnZr,1.0
1753,TiVZnNb,1.0
1754,TiVZnMo,1.0
1755,TiVZnPd,1.0
1756,TiVZnHf,1.0
1757,TiVZnTa,1.0
1758,TiVZrNb,1.0
1759,TiVZrMo,1.0
1760,TiVZrPd,1.0
1761,TiVZrHf,1.0
1762,TiVZrTa,1.0
1763,TiVNbMo,1.0
1764,TiVNbPd,1.0
1765,TiVNbHf,1.0
1766,TiVNbTa,1.0
1767,TiVMoPd,1.0
1768,TiVMoHf,1.0
1769,TiVMoTa,1.0
1770,TiVPdHf,1.0
1771,TiVPdTa,1.0
1772,TiVHfTa,1.0
1773,TiCrMnFe,2.0
1774,TiCrMnCo,1.0
1775,TiCrMnNi,2.0
1776,TiCrMnCu,2.0
1777,TiCrMnZn,1.0
1778,TiCrMnZr,0.0
1779,TiCrMnNb,2.0
1780,TiCrMnMo,2.0
1781,TiCrMnPd,2.0
1782,TiCrMnHf,1.0
1783,TiCrMnTa,1.0
1784,TiCrFeCo,1.0
1785,TiCrFeNi,2.0
1786,TiCrFeCu,2.0
1787,TiCrFeZn,2.0
1788,TiCrFeZr,0.0
1789,TiCrFeNb,2.0
1790,TiCrFeMo,2.0
1791,TiCrFePd,2.0
1792,TiCrFeHf,1.0
1793,TiCrFeTa,1.0
1794,TiCrCoNi,0.0
1795,TiCrCoCu,2.0
1796,TiCrCoZn,1.0
1797,TiCrCoZr,0.0
1798,TiCrCoNb,2.0
1799,TiCrCoMo,2.0
1800,TiCrCoPd,2.0
1801,TiCrCoHf,1.0
1802,TiCrCoTa,1.0
1803,TiCrNiCu,2.0
1804,TiCrNiZn,1.0
1805,TiCrNiZr,0.0
1806,TiCrNiNb,2.0
1807,TiCrNiMo,2.0
1808,TiCrNiPd,2.0
1809,TiCrNiHf,1.0
1810,TiCrNiTa,1.0
1811,TiCrCuZn,2.0
1812,TiCrCuZr,0.0
1813,TiCrCuNb,2.0
1814,TiCrCuMo,2.0
1815,TiCrCuPd,2.0
1816,TiCrCuHf,1.0
1817,TiCrCuTa,1.0
1818,TiCrZnZr,1.0
1819,TiCrZnNb,2.0
1820,TiCrZnMo,2.0
1821,TiCrZnPd,1.0
1822,TiCrZnHf,1.0
1823,TiCrZnTa,1.0
1824,TiCrZrNb,2.0
1825,TiCrZrMo,2.0
1826,TiCrZrPd,0.0
1827,TiCrZrHf,1.0
1828,TiCrZrTa,1.0
1829,TiCrNbMo,1.0
1830,TiCrNbPd,2.0
1831,TiCrNbHf,2.0
1832,TiCrNbTa,2.0
1833,TiCrMoPd,2.0
